Metatarsal Stress Fracture,breakablerunner,0
Why the 1500?,Please explain!!,0
Democrats destroying DC and assaulting people during Trumps 2017 Inauguration,new video every day,1
PRP injection into PTT,RobA,0
eBay collegiate singlets turning up,darkmerlin724,0
Help With Treadmill Speed Calibration,txRUNNERgirl,0
Russian long jumper Darya Klishina debuts her music video!,jamin,0
Fair or foul: Princetonian who has never set foot on Princeton campus sets Ivy League pole vault record,rojo,0
Fartlek or tempo?,Brockoli,0
What injury is this? Lower quad pain,CAA,0
Can someone please explain to me why Eric Bieniemy is being passed over for a HC position??,I thought racism no longer exists,1
"Training based on effort and time feels liberating and might be beneficial (Or is it laziness, I ask?)",jamin,0
What sports do you do?,hindy,0
5km/10km/21.1 Training Schedule,ScottKDougan,0
Can I remodel a kitchen and bathroom myself?,non-fatty,1
William & Mary XC/TF,DisappointedW&Memployee,0
"Review of ""Out of Thin Air"" as I read along...",axl,0
UTEP indoor track season cancelled but...,middlingNAIAcoach,0
Please help me return to fitness,struggling college runner,0
Question for horse people,Juice Springsteen,1
"Why is ""Metric Mile"" 1500 and not 1600 meters?",Four Full Laps Makes Sense,0
Is sleeping outside in a forest a good idea while training?,Socialanxietyrunner,0
How is Sweden doing with COVID-19 today?,chad bro not chill,1
Ryan Hill details why he left Nike BTC for Hoka NAZ,Ryan Hill speaks,0
Tribute to 02:20 Marathon,Canefis,0
Is sub 5:00 for the mile good?,Just wonderin,0
Why is π an irrational number?,Lambert,1
lifting routine for strength,zooman15,0
What is the best movie with a Talking Heads song in the soundtrack?,same as it ever was,1
Just bought an Akita dog breed...,Big Heb,1
Does EPO give you more energy?,how does that work?,0
Pigeon miraculously travels from US to Austrlia....Australian officials say they are now going to kill it,rojo,1
Question about Lydiard's shakeouts where your grandma could keep up,(username here),0
"Look at a track athlete's accomplishments across all spheres, would you say that Alexi Papppas is the most accomplished athlete?",Aunt Beatrice,0
"Someone called Trump the 401k President, Biden 201k....they were right.",no JAmp?,1
NRA files for bankruptcy,Ginandtonic,1
When will Allie surpass The Athlete Special in subscribers?,TMADDDHASFNE,0
Austen Alexander Brings a Real Crossfit Champion on,bartholomew_maxwell,1
relocating for summer/fall training,sdfkjbndsbvksndfklvnskdfvkj;sdfnvdfslvbn,0
trying to get fat--anyone else?,ordering more wings,1
Chargers hire Eric Bienemy!!!,go Chargers!,1
How Many Nuun Tablets Would it Take to Flavor the Ocean?,muddyxc,1
Training saddles for stationary bikes,docLorna,0
MIAC XC 2020,Miac2020,0
Just read a running book and ...,fastboy77,0
5000 vs 8000 ft Altitude Training & Living,TreyDizzle,0
"Born on this day in 1875 was the first Olympic Champion in the 100m and 400m, Thomas Burke.",IPlayTrackFoundation,0
Serious thread about election fraud,runnerguy2016,1
Ken Jennings is killing it as host of Jeopardy,shifty principles,1
I ran 150m in 19.95. How fast could I go for 200m right now?,Jess01,0
"Born on this day in 1907 was an Olympic athlete who executed during WWII, Janusz Kusociński",IPlayTrackFoundation,0
Is Abeba Aregawi update,fghrunner,0
How many bananas would it take to fill the Grand Canyon?,crazy day!,1
What do ya’ll think of this guy’s training ideas?,Legolas,0
Whats good about the racewalk?,whytho?,0
Marijuana and running,thcguy,0
Could anyone at the US Marathon Olympic Trials dunk a basketball?,LadariusG,0
"What is the asics ""knit?""",holterskolter2,0
Poland proposes social media free speech law,deydododoedontdeydo?,1
I need help improving my 1600m training,KidWhoNeedsHelp,0
Is a wendys 4 for 4 bad every once in a while?,Socialanxietyrunner,0
Russian athletes propose that this folk song be played in place of national anthem during the 2-year ban. What do you think?,rojo,0
How to find training in MI,CoachingQuestion,0
What Pro runners have not had their contracts renewed?,possibly incorrect,0
Anyone have Covid and lingering issues?,post covid jungle,1
Why do people who people who treat 'socialism' like a bad word...,no JAmp?,1
Race predictor based on this workout,intheZOEn,0
Big weekend this weekend,This is Jim Kiler,0
Any math guys here? What have been the most practically useful math classes you've taken? The least?,Taking math,1
Total Running Productions: Usain Bolt could have run well under 43 for 400m.,Sledge_Hammer,0
treadmills,JakobOD,0
Quote of the Day Makes Fun of Blue Collar American,This cultural elitism will not stand,0
Why compassion for covid but not the unborn?,snicksnacksnorum,1
Hann Running Shoes,RunnerGuy412,0
"Daily Debate: If Mo Farah wins Tokyo 10,000 gold, will he be the GOAT of track distance runners?",rojo,0
On the comeback 49 years old 2 sessions a week or one and more miles per week,pr driven,0
El Guerrouj 2k WR - Incredible 3:49 Mile pace,Hmm09,0
Local 10k Victories,blueribbonhopeful,0
A Statement from the CEO of WesFly Athletics,WesFly CEO,0
High School vs College Cross Country,7minmiler,0
Doctors can be useless. A Rant.,bot bot bot,1
posterior tibial tendonitis - experiences?,healing so slow,0
10 beers or 15 Pepsis?,Wrong Message Board?,1
Chances of Tokyo Olympics this Summer: I say 3/10,DC Wonk,0
Peroneal tendonitis? Please help!,PM22,0
What’s a good height for guys?,Scdfen,1
Sub 4:00 Milers Progression,Calicoach,0
Saved by the Bell superstar Skreech has stage 4 cancer.,Aunt Beatrice,1
"Progressive A.G. who won't prosecute threats, disorderly conduct accused of making threats, disorderly conduct",math genius,1
Describe your most anomalous racing performance - AKA your Bob Beamon moment,The Dump Truck,0
Fuelcell TC discontinued?,Fuelcell TC discontinued?,0
Olympic Champion Brianna McNeal 8 Year Ban pending,ukathleticscoach,0
Men and WOMEN can't be JUST friends.,asdf33afg,1
The High Mileage Test (Inspired by NIKE FREE ME) Training Log,adidas free me,0
If you think Tracksmith is expensive....,camus,0
What happens to Nike.com returned shoes?,not trolling,0
Why are my teammates so lazy?,Sham 69,0
Basketball handbook recommendation?,anonymous999,1
Anyone have any good stories from the call room?,Jonathan Gault,0
injuries,kristene.,0
NRR - unable to highlight and copy text on LRC threads,did,1
(Road Racing and) Time Trialing and Training Thread - Week Ending 1/10/21,The Stone Cutter,0
Covid has to start running out of gas soon.,Math Genius,1
"John Woodruff rubbed ol' Adolph's nose in it, along with Jesse Owens.",Alex S.,0
Inner knee pain,BadKnee,0
JW?,Is this really proper training?,0
Running and Intermittent Fasting,An anonymous poster,0
"Should I care about workout times, instead of effort, during the winter?",Let it Rupp,0
Training to failure,107101,0
No Farah back in Ethiopia,watch thief,0
Sub 4:45 training log,cramister,0
"Woman breaks nose in ultra, stops bleeding with tampon and wins the race",LetsRun.com,0
Unofficial President Joe Biden thread,joedirtty,1
St. Paul's Human Race,otto,0
Pacing for Tempo Runs,10h,0
Training Blocks,KidRunner,0
Nathan Martin is fastest US born Black male marathoner of all time (2:11:05),Televised and live stream,0
Coke or Pepsi?,old guy 75,1
Putlockers is closed. Any Alternatives?,bryanthhen,1
MPSF CANCELS 2021 INDOOR TRACK & FIELD CHAMPIONSHIP,Televised and live stream,0
"It's on!!!!! Kibiwott Kandie says he will go for 10,000 glory against Cheptegei, Kiplimo and Farah in Tokyo",rojo,0
Top Kenyans to watch out for in 2021,Ghost1,0
Mobile application for 2021,victoria12345,1
National Senior Games postoned,Senior Track athlete,0
"Track question on Jeopardy, epic fail!",Luv2Run,0
Zach Levet Illegally Selling Nike Embroidered Apparel?,lsbdisbj,0
Outdoor Public tracks in Tucson that are open,tucson speed demon,0
data scientist training,maneesha2312,1
Why do people yell at me when im running,Strivetobebestcanbe,0
"New study says there is no limit to exercise that will help you, dispelling myth you can do too much.... Or does it?",rojo,0
The Woodlands Marathon 3/6 calling all SUB 220 Marathoners!,Neftjsn,0
Did Jamil Coury quit running?,The JIM!!!!!,0
What's a good weight for women?,Aunt Beatrice,1
NCAA XC Selection Committe,I dont have a name on here,0
60 Day Shoe return Policy - I just returned a pair of sneakers on Day 59 🐁,Fresh Pedro,0
This video made me cry tears of laughter 😂😂😭😭,Sham 69,1
Can someone share his/her post torn meniscus root repair experience,slowleg,0
1936 olympics question,walkdontrun,0
1500m training not working,aquashades,0
Ben True to Reebok Boston!?!?!,Grafter,0
Career Choices -- Need Help!,This container is too cold,1
Is there life after death? Respond to the following argument!,science is a way of life,1
The Election Fraud Report is HERE,suree,1
What is the coolest thing about being a d1 student athlete?,cool,0
Large Selection of Racing Flats for sale at half price,drdachel,0
How are you doing so far in the new year?,Greg,1
Countries which are doing the best in terms of vaccination right now are also doing the worse in terms of daily deaths now?,dxttfdtdr,1
Do ANY of You Still Run?,Historyer,0
Dr. Thomas wuerz - hip labral tear,Molly916,0
"Wow. TV actor Tucker Carlson exposes weird, racist writings by Joe Biden's Assistant AG nominee.",Undecided Pennsylvania Voter,1
"Parler, free speech website, taken down from the web",The Unkle,1
How long before indoors is cancelled?,iMEinTEAM,0
Predict my marathon time with this 5x18 workout,bad advice taker,0
Jakob Ingebrigsten,JakobOD,0
Virginia Showcase,bolero1,0
Looking for a Wide Stability Shoe with Wide Toe Box,datHindLeg,0
Casino Royale > Skyfall > Quantum of Solace ,James Bond 007 Yeah BOY,1
Boston Area Runners - Anyone use this PT clinic and have reviews?,RunningFoDough,0
Top 3 Running YouTube Channels,Rankings,0
Electric lawnmower recommendation?,wejo,1
Persistent Hip to Knee Pain,gsmith,0
Will we see protests and kneeling at Tokyo Olympics?,Disko Eric,0
Who are the big-name coaches from Morocco/Algeria and what are their training philosophies?,Alex S.,0
Promising vaccine results,Budda,1
Fastboy Finally Figured It Out And He Can't Wait To Share,fastboy77,0
How does masturbation affect my running?,I’m that guy,0
High School female winter training plan,RF223,0
Ryan Hill leaves BTC. Update. He's signed with HOKA NAZ Elite.,alexi pappas,0
training,poopsock,0
Sondre Moen leaves Nike,european updates,0
What would Kevin Castille have run clean and would he have made the Olympic Trials,let me know,0
Nhl player currently on a 50mil+ contract files bankruptcy,addicted to blue cheese,1
Starting to feel animosity on my runs,beaconfan,0
USTFCCCA certification vs USATF certification for collegiate coaching,Roy36,0
Seth Demoor Naples Half Marathon Prediction,Buzzards,0
Do people still run in hoodies or is that old fashion???,Mr. Serious,0
Based off of this workout what's my mile time?,not terrible smallschool miler,0
"Lockdown era take-out food: higher prices, lower quality",jamin,1
Bravey Review (Alexi Pappas Book),avoid,0
Plantar Fasciitis problems,ThePinkFlamingo,0
Adios Pro Outsole Durability,Gorilla Boy,0
Anyone with CBD experience that helped with lingering tendonitis pain?,run rinse repeat,0
Is V02 max age graded or an absolute metric?,bartholomew_maxwell,0
Olympic gold medalist swimmer among Capitol crowd,Bannana Bread Slice,1
1200 time trial tips,noracesinsight,0
Anyone here run and play table tennis?,pingpongrunner,0
Am I a baby or are socks on slippery floors a minor injury risk?,x days without injury,0
Who did it better? Pre 5th 72 olympic vs Jacob 5th world championship,nothing like fading,0
How many guys at your high school run sub-2:00 for the 800m?,Tryna make a point,0
Best tennis player on LRC? ,Hingle McCringleberry,0
HIGH SCHOOL T&F IS BACK THIS WEEKEND!,@TheRunningEffect,0
800m training,Juandinio,0
Anybody worried about Letesenbet Gidey,Gidey fan,0
Lactate Threshold won’t improve! :(,whynoimprovement,0
Can i train with a college team?,depressed ex college runner,0
NAU and Mike Smith Training,NAU XC?,0
Apple vs Acer: what is a better computer?,Need something New,1
Best Apple Watch App,jeb6294,1
Women runs 520 miles on treadmill in 7 days but doesn't get WR as Guinness says her witness doesn't count,rojo,0
Britain has vaccinated more people than the entire EU,deydododoedontdeydo?,1
Hugging lady.,Sham 69,1
Best running motivation videos to watch?,ThePinkFlamingo,0
Anyone try a weighted blanket?,camus,1
Anyone Have Experience with Vivobarefoot Shoes?,crisscrosscountry,0
"How can someone be positive but asymptomatic, and someone else is absolutely wrecked for > a month?",DK ditty kong,1
"social anxiety, anyone have the same issue?",Socialanxietyrunner,1
AlphaFly; '1st Impression',hr measurement,0
What Burning does to your body?,divatrimau,1
"So it looks like German European solar energy is going downhill, SolarWorld in insolvency",Not so green me,1
Harden/Durant/Irving salary v every pro runner,Dollars not sense,0
Anyone ever marry their FWB?,Friends 4 Life,1
Researchers: One face mask is good. Two is better,rojo,1
Get a traditional car loan or refinance my house?,Rainy Day,1
Latest facebook post ryan hall claims 505lb deadlift,San Diego Hobby Jogger,0
NY Times: Cunnilingus is more likely to lead to throat cancer than fellatio,"sorry honey, i'm afraid of cancer",1
ST Francis HS of Sacramento Coach Charged with 2 Felonies,Dark Times,0
how much should I be eating at 70mpw?,hungry man,0
Has anyone seen the Human Centipede? Is it the most disturbing movie ever?,Aunt Beatrice,1
Calling All Car Loyalists: When to call it quits on my ‘97 Camry,SausageKINGofCLE,1
Anyone start their own business?,business owner wannabe,1
How has Gwen performed to your expectations?,i did triathlons too,0
Running jargon can be kind of confusing,BobE,0
Blog,EvanRogotzke,1
What is up with these costumes?,Asking for friends,1
Winter training,BD,0
"So you've all gotten rid of your Apple and Google phones, right?",America's fury,1
800 PR vs 200 PR,poor_periodizer,0
"We need to race when peaking, not just date of race",mofarah44,0
GIS v. Web Development,career monkey,1
Cvs covid test result on a weekend,runningmama0419,1
Aerobic threshold,10h,0
Taking 2-3 days of active recovery following 14 days of solid training,curiousss,0
Where to find Erik van Ingen's The Real Maine Trailer w/ Kyle Merber?,SummerH,0
Returning to in person school soon. Coping with the new normal?,Sham 69,1
Does Eliud Kipchoge have a bunion?,crookedtoe,0
Poll: Should Tokyo Olympics be postponed?,Wet Coast,0
Underage kid drops out of high school to go professional in track,the430miler,0
Best way to design a year-long training program - time vs mileage based?,Hazel,0
Andrew Bumbalough retires,cottonball,0
Running three times in a day?,cidki01,0
Looking for a vacation- best place for an American this winter?,nags-8,1
Opinions at the gym,norozco64,1
Just Won My 14th Virtual Race of 2021 - Ask Me Anything,Uncle Rico,0
Closing on a new home the first week of March. Should I sell off mutual funds now or wait?,buyer of homes,1
What I've learned from surveying almost 400 runners who've qualified for Boston,miloandthecalf,0
"Geoff Burns on super spikes ""2021 on the track is going to look like 2018 on the roads""",wejo,0
2021 USATF Indoor Championships cancelled,Jonathan Gault,0
"Jenna Wrieden is new coach at HOKA NAZ Elite (ASU '06, former asst. at Queens, head at High Point, and asst. at Louisville)",did,0
How to get to FL Regionals,Average High School Runner,0
Stop letting Notre Dame into the CFP playoff,BLM!!,1
Has Anyone had Morton's Neuroma Surgery?,M-m-m-my Neuroma,0
"Original Zoom Fly FK , Pegasus 35, Pegasus Turbo 35",Crunchy Frog,0
"Investor Jeffery Gundlach on going back to pre-coronavirus normal: ""You can't put Humpty-Dumpty together again""",jamin,1
Hoya Flash Sale,Naperville Runner,0
Biggest tips for succeeding in distance,Endurance and such,0
What shoes are all these new Puma people going to wear?,This is Jim Kiler,0
Seth Demoor Half marry WR attempt,bumble ough,0
Smoking marijuana and competitive runners,Runnerreefer,0
Unfinished Business - Jim Walmsley about this upcoming 100k race,No I am not a Walmsley fanboy,0
Hot Take: Cheptegei won’t win any golds in Tokyo,stupididiot,0
Bumble and online dating issues,BigFanRon,1
Anyone here done an MA in Economics? What math courses would a strong applicant take?,Hopeful future non-loser,1
"Armory NYC Closed for ""Community Iniative""?!!!",Puzzled,0
What is PWRRUN Foam like?,drhase,0
major repetitive blood blister in weird spot,someguysomewhere,0
"Brojos, can you do something about the Psychic Monday ads?",Concerned LRC Fan,1
I got second vaccination yesterday,not sick of covid,1
High School Distance Recruits 2021,High School Distance Recruits 2021,0
Rust Buster weekend !,dr no,0
Twitter rebukes internet censorship in Ugandan elections,wait what?,1
Which is the WORST Kept Secret in T&F: OAC or Molly Seidel?,@TheRunningEffect,0
Having a horrible cross country season?,Runner3,0
"Regarding quote of the day: USADA is good, WADA is bad and needs to be reformed",usada has it right.,0
AgeGradeCalculations,WhatGives,0
How to install Lexmark printer driver on Mac,kennyguide1,1
How long/intense is your warm up for a 5k race?,Sub17Hopeful,0
Matt Boling's performance dropped off from HS to college,jdshkdjha,0
Can a sub 4:30 mile be done without any speed work?,A 431 miler,0
NC State video,TouYuber,0
"Statista.com lists Corona Virus deaths per million as 1243 UK, 1155 USA",Draft Kings forever,1
How do you break the cycle of being injured frequently?,breakingthecycle,0
Tallahassee: The best place to train in America?,vino tinto,0
Financial gurus: What do you think?,Marcus S.,1
furniture industry usa,nepi23,1
SportTracks 3 end of life - HELP!,bad april fools joke,0
Does anyone still use ereaders?,rare,1
Is there any competitive running performance advantages to using Viagra?,^,0
"Facebook bans Dr. Ron Paul, M.D., former Congressman (R - TX)",jamin,1
Nothing... And I Mean NOTHING...Tops Easy Running!,fastboy77,0
Running Schedule Review / Thoughts / Suggestions,erios22,0
Out of touch Hollywood Elites,be smarter,1
NEED HELP! 1600/3200 training advice!,pablomozart,0
Let's talk about running socks,Need sock advice,0
Which Jogging Stroller Should I Get?,wejo,0
The first amendment is supposed to protect the speech you HATE,pauliewalnuts12,1
Dentist Touching Neck......,fastboy77,1
Sinus Tarsi Cortisone Shot,hashslingingslasher123,0
sub 1:30 half marathon/sub 3:00 marathon,Teen Runner,0
Class of 2020 top boys runners. How are they doing so far? Any insider info or rumors?,Rommel - the Desert Fox,0
PSAL Distance Runners of the 70s-80s,Micheal wassfu,0
Chasing Master world records after 20 years .,"Jan Stensson , Coach JS",0
"FBI warns ""armed protests"" planned for all 50 state capitols and WDC",Armstronglivs,1
Random fact of the day: Steve Sarkisian's wife - Loreal Smith Sarkisian - was a 12.81 100 hurdler in 2011 (12.64w),rojo,0
What’s the best/most memorable sporting event you ever saw live in person?,Scubacane,0
Boston Marathon 2021...what are the odds it even happens?,Hopkinton to Boylston Street,0
Cop killed one day before retirement,Rainy Day,1
University of florida running team options,runcloser,0
Short Interval Volume...............,fastboy77,0
Nick Symmonds 2021 fitness goal predictions?,wolfzack,0
David Goggins has likely got 100s or people injured with his “‘motivation”.,How many turds,0
Running Again After Overtraining. Need Advice,Thanks for your help,0
Live in LA? Looks like your kid might be learning from home until 2022,comedyre1i3f,1
New Balance Sticks With Kim Conley,I'm Shocked,0
Serious stomach pain while running?,katyasch,0
Iran Activities and Concerns,Ramadan Runner,1
Kyle Merber makes official retirement announcement,RIP NJNYTC,0
"BREAKING : Scientist have found a CRAZY FROG , more Crazy than last Crazy Frog",Frog Science,1
New Ethiopian Athletics Book,ouray chalet,0
what is the strangest shoe a Oly wannabe raced in on Saturday?,RW reader,0
Found out that the building going up next to me is government housing 😠,jamin,1
Hardest workouts you have ever done?,mid distance life,0
"In garrison, does the military care about OSHA?",does OSHA apply to the military?,1
Good mid grade treadmill,camus,0
JENNA MF HUTCHINS - Runs 15:58 - 1st US HS Girl To Break 16:00 in XC!!,Quorum,0
Study of 16 Elite Runners Gives Clues for Achieving Two-hour Marathon,DanM,0
"Will Justin Fields be the same NFL flop as Troy Smith, Terrelle Pryor, B Miller, J T Barrett, Cardale Jones, and D Haskins?",Sally Vix,1
Nick Saban GOAT,Luv2Run,1
Long QT syndrome,longqt,0
Very long run and parasympathetic overtraining,whynoimprovement,0
Sarah Disanza is back,truer than true,0
"If US goes rogue, could become WADA non-compliant and be banned from Olympics",Pound it down!,0
Left calf/Achilles tendon locks up when running on a tilted surface,slightly confused,0
Vaping and high school running,mil.4_,0
Tour de Zwift...anyone?,Camelboy,0
Insights into Zola Budd training in her youth?,Old Man Runners,0
Best days to do strides,stride questioner,0
Hill training for 400m runners,Juandinio,0
Should I eat honey before a race? And how long before???,floridaman,0
We need alternatives to Amazon FAST..This tech collusion and censorship is out of control,bartholomew_maxwell,1
Floatride Energy 3,jvarunner,0
50+ Masters Training and Racing Open Forum,lucKY2b,0
hardest workout you have ever done?,roll em innn,0
"Looking for ways to make extra cash on the side, anybody have any suggestions?",WinnytheBish,1
Huntington Uni drama,NAIA drama,0
Soundproofing room with treadmill in it,satin666,0
........PSAC.......,new thread starter,0
Jim Cramer says Zoom will lead to a bull market in cosmetic surgery,jamin,1
Will Chris Derrick get Dropped from Bowerman?,@TheRunningEffect,0
How do you come to terms with the fact that your destiny is average?,another average joe,0
'Super Shoes' effect on Age-Grade Performances?,it's all about the AGE GRADE,0
Underwear Under Running Shorts?,Not Enough CTC,0
How far can you swim under water with one breathe?,island man,1
"Financial people, explain this inheritance situation",she aint messin with a broke broke,1
Who are the fastest athletes outside track and field,speed killz,0
"JC Penney Bankruptcy Sucks for Nike, Adidas, Supreme",Jeljo,0
Indicator workouts for sub 16?,whonamestheirkidgerman?,0
Andrew Colley’s Pool Running Workouts. With or without belt?,Running Guy 007,0
2020 Sub 4 high schoolers,Sub4Legends,0
"Thoughts on 5,000 TT result",jiggyjiggy,0
4x800 workout to predict mile time,8hunnid,0
Gorillas test positive for Covid-19,running2begood,1
Hs vs college,hs runner 696969,0
JK- what’s the most rational explanation for how Sara Hall runs significantly faster at age 37,trainedbyjesus,0
Bill Belichick and Jim Jordan to receive the Medal of Freedom?,perspective.....,1
Ultra marathoner runs the length of New Jersey. 197 miles in 44:42:21,DanM,0
Brees vs Brady part 3 Sunday in New Orleans who you got and score too,Brees vs Brady part 3,1
Last American Civil War widow dies,deydododoedontdeydo?,1
I think I've come up with a very smart and innovative workout idea! Thoughts?,Sham 69,0
How in the world is Clemson's defense (and all NCAA teams really) so bad?,rojo,1
Internalized Misogyny,Humidity is my altitude,1
"Stephen Colbert is such a cynical, hateful unfunny worm",pauliewalnuts12,1
It's about time.........,Torture,1
🚨Zach Levet Exudes Supreme Narcism🚨 Vlogs Himself Watching... Himself...,Sham 69,0
How many times can you bench press 225 lbs?,kingkhabib,0
Dating websites now promoting silent 911 application,the430miler,1
"Made a Twitter for running content, who should I follow?",ohiorunnerguy,0
Anti-Psychotic drugs affect the athletic potential of a person who takes them?,TripleJ,0
"Viren, Snell, Ryun, Elliott books",anon anon,0
Mileage per Day = Month of Year: Running Plan,WyoKid,0
Official thread to discuss moderation policies,wejo,0
New Balance Maine Distance Classic,miscott,0
Kris Ihle Helledy,Heywood Jablome,0
Good College Football Team = Bad State Rankings,MeHereYouWhere?!,1
Belichick reject MOF from Trump,camus,1
Is there any consensus on if it's a net health positive to use tanning beds in the winter time?,tan well,1
Spencer Brown FARTS on His Girlfriend! 😡,Sham 69,1
Krar & Foote Rim to Rim to Rim for (Jim Walmsley goes home devastated!!!),igotoneforyou,0
Is Nick Symmond's YouTube channel going to help grow the sport of running?,Middle Distance Mac,0
Peroneus Tertius swelling - Please help (Pic),desperate for help,0
Tenjet / Tenex Surgery for Achilles?,Maxstabilityguy,0
2021 Inauguration,josiahi l Williams,1
Can we just move all the non-running threads into a sub-forum?,Orange,1
"Even in progressive Iceland, academic freedom is under attack",TMADDDHASFNE,1
Healthy Doctor Dies After Receiving COVID vaccine,At Your Own Risk,1
"5 x 30 minute runs per week, what would your ideal training be like to get faster? (relative).",mtlrun,0
How many people actually went inside the Capitol?,honest question,1
